ema_fast,ema_slow,trend_threshold,use_macd,volume_filter,funding_z_cap,allow_short,regime_filter,regime_fast,regime_slow,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
12,60,0.0025,0,-999.0,2.5,1,1,100,200,2.5185149194696748,0.37017830532952845,-0.616311217852054,0.9925672908611191,259,187,72,0.12698990567598875,0.29220585801754095,0.20959788184676484,0.0826079761707761,2.937014178637107,0.017296659548456716,0.00020348147425296734,0.1116510609465574
48,60,0.01,0,-999.0,999.0,1,1,100,200,2.3776353279610136,0.356233118630223,-0.5832701381709955,0.9343772205809548,92,69,23,0.14972695680953169,0.29660764520933314,0.2231673010094324,0.07344034419990071,2.3329945108038728,0.06111072043255272,0.0001943320885821077,0.11131691057377299
30,96,0.0,0,-999.0,2.5,1,1,100,200,2.583557065329272,0.37647568761440264,-0.6266668332498408,0.9513825460551629,223,166,57,0.14949528379943736,0.34774118815158034,0.24861823597550886,0.09912295217607149,2.636405509738741,0.10173706985006992,0.00018010948113004864,0.11071139829224036
12,120,0.005,0,-999.0,999.0,1,1,100,200,2.6434549506367766,0.3821996604100337,-0.642066843660764,0.9675300314586481,117,87,30,0.15869601191461194,0.34310772794969385,0.2509018699321529,0.09220585801754096,2.6664726081158525,0.05360431397546117,0.0001783249221457688,0.10954274015258411
20,120,0.005,0,-999.0,2.5,1,1,100,200,2.596835525456487,0.3777507591907143,-0.6414249131817126,0.9784878672789136,202,152,50,0.14837001489326493,0.328611616746649,0.23849081581995699,0.09012080092669204,2.686940994047364,0.0792675118550572,0.00018525437764908755,0.10596269596380373
30,200,0.0,0,-999.0,1.5,1,1,100,200,2.29915476689454,0.34827452608419485,-0.5801555659405248,0.9150509613917568,329,237,92,0.1485023994704617,0.35316895581664737,0.2508356776435545,0.10233327817309283,3.012019142016718,-0.030608959709293226,0.0001726344142416836,0.10394929118352031
30,200,0.0025,0,-999.0,999.0,1,1,100,200,2.8188209719486546,0.39856209091311445,-0.6899182259986312,0.959050550078872,74,48,26,0.1869270230018203,0.42078437861989076,0.30385570081085556,0.11692867780903525,3.520422538025901,-0.12335616747219691,0.00015438159313777938,0.10155550541774247
48,96,0.0,0,-999.0,999.0,1,1,100,200,2.8127294810916696,0.3980032723676987,-0.689165391582429,0.9570352018404232,98,70,28,0.17322521926195597,0.38702631143471783,0.28012576534833694,0.10690054608638094,3.4143627442006075,-0.09290300930718731,0.00016814352029097986,0.10127233666850541
12,200,0.005,0,-999.0,2.5,1,1,100,200,2.438311073426604,0.36229165802067564,-0.6272186638037016,0.9405753213983723,202,153,49,0.162204203210326,0.358530531193116,0.260367367201721,0.098163163991395,2.6208363419191025,0.05053610428683708,0.0001682359619126076,0.09571109218874346
20,200,0.005,0,-999.0,2.5,1,1,100,200,2.496828190733981,0.3680592003365828,-0.6399696057469154,0.9434982691892014,192,145,47,0.1665067019692206,0.3667383749793149,0.26662253847426776,0.10011583650504716,2.9753848820678894,-0.03172702713005393,0.000166917943828518,0.09524931092258515
12,96,0.0025,0,-999.0,999.0,1,1,100,200,2.493425578116784,0.3677258226732225,-0.6420509351880566,0.9461139236886504,144,101,43,0.1524408406420652,0.34168459374482874,0.24706271719344697,0.09462187655138177,3.045109409023536,-0.071892577863918,0.00017595793162648795,0.09400605126362677
30,60,0.0025,0,-999.0,999.0,1,1,100,200,2.419852756753561,0.3604571157466476,-0.6298836817474489,0.9388774481388079,128,89,39,0.1448618235975509,0.32847923216945224,0.23667052788350157,0.09180870428595068,3.1106233537720334,-0.1130451347491257,0.00017903553986784053,0.09245914727986357
12,120,0.0,0,-999.0,1.5,1,1,100,200,2.0203653858864503,0.3188013642787675,-0.5419330339966713,0.8913971294112597,344,252,92,0.12523581002813172,0.2962766837663412,0.21075624689723646,0.08552043686910475,2.3356143833149545,0.07547663189927856,0.00018981744900958359,0.09240470375099485
12,200,0.01,0,-999.0,1.5,1,1,100,200,1.6401972918021928,0.2751274361504099,-0.45135980262986086,0.8258363832165482,280,215,65,0.1328810193612444,0.27413536323018367,0.20350819129571404,0.07062717193446963,1.5498805303569814,0.19105819388969958,0.00018251901171106413,0.09073935399630689
20,120,0.0,0,-999.0,1.5,1,1,100,200,2.073135570415574,0.3245322112411946,-0.5595438105877308,0.8956451037881982,328,238,90,0.1292735396326328,0.30296210491477743,0.2161178222737051,0.08684428264107232,2.3792807545145207,0.07151819874697396,0.00018811262856840405,0.08954256113673907
48,60,0.01,0,-999.0,2.5,1,1,100,200,2.0449485471809816,0.32148035912151607,-0.5549744277882529,0.8992186700108258,179,138,41,0.13741519113023332,0.2765513817640245,0.2069832864471289,0.06956809531689558,1.8773994619425274,0.15733444002952424,0.00019480873312685348,0.0889540787279309
20,96,0.0,0,-999.0,999.0,1,1,100,200,2.3792640253480144,0.356396807231941,-0.6287983177936431,0.90694519293977,130,94,36,0.1576700314413371,0.3620056263445309,0.259837828892934,0.10216779745159689,2.4996680109744585,0.03046080659145045,0.0001669498582070442,0.08734490798210794
12,120,0.005,0,-999.0,2.5,1,1,100,200,2.2792238699691527,0.3462307975875176,-0.616306026867377,0.9339598958894391,217,163,54,0.144530862154559,0.320205196094655,0.232368029124607,0.087837166970048,2.2746804403892447,0.11618164445023393,0.0001796103411498964,0.08477577894830107
30,120,0.01,0,-999.0,2.5,1,1,100,200,2.0984710243190876,0.32725746376018505,-0.5799124025834803,0.8950337438631616,173,133,40,0.14899884163494953,0.3019030282972034,0.22545093496607646,0.07645209333112693,1.9826518002333962,0.1327152577671189,0.00018359465631108215,0.08205294966160298
